street_name,town,lat,lng,mrt_dist,school_dist,mall_dist,upcoming_mrt_dist
SENJA RD,BUKIT PANJANG,1.386735078,103.761992,0.0035156478962324136,0.0013595659135166305,0.0016314384622232224,0.0036401487940635998
SERANGOON AVE 1,SERANGOON,1.347640831,103.8751198,0.0035216224528975253,0.0017565336613156342,0.0032457165201536346,0.024140357492854595
SERANGOON AVE 2,SERANGOON,1.351702661,103.8699198,0.0007006595371376443,0.002643984124400343,0.0009961805431822363,0.021969890916273046
SERANGOON AVE 3,SERANGOON,1.351623383,103.8682771,0.0007591097499511386,0.0023774131656422786,0.001142098606454154,0.021633633411378105
SERANGOON AVE 4,SERANGOON,1.358264673,103.8706899,0.003330973063326117,0.001640386362258524,0.003301724688316343,0.021911657167443917
SERANGOON CTRL,SERANGOON,1.351225405,103.8730237,0.00046099999374424956,0.002756010606576611,0.0004736864041356251,0.022724165706739408
SERANGOON CTRL DR,SERANGOON,1.354763657,103.8715766,0.003547061978918385,0.003115444335489903,0.002018903462589152,0.021976153889932997
SERANGOON NTH AVE 1,SERANGOON,1.36647638,103.8725934,0.00552410580860678,0.004386181110439335,0.002035598664905166,0.02368218178315008
SERANGOON NTH AVE 2,SERANGOON,1.369209469,103.8749214,0.003640618552000467,0.0027238034376258677,0.004545578319743508,0.024977565252239094
SERANGOON NTH AVE 3,SERANGOON,1.373055679,103.8715625,0.004915662054742328,0.0006957440271994907,0.0029897929865924776,0.026016341310757266
SERANGOON NTH AVE 4,SERANGOON,1.373797055,103.8733486,0.005092011115493487,0.0009626370796288005,0.0021753954762238205,0.026690370857000156
SHUNFU RD,BISHAN,1.351922005,103.8376231,0.002694949494292731,0.0028474975738016837,0.001348705270284246,0.015046496825084162
SILAT AVE,BUKIT MERAH,1.276648108,103.8304991,0.0044964630825057115,0.0017621611072787763,0.0042991538075003435,0.004234405779959794
SIMEI LANE,TAMPINES,1.343463709,103.9584491,0.0011898689877359652,0.003540555560635004,0.0014400702130411016,0.014640641025597687
SIMEI RD,TAMPINES,1.344640679,103.9576059,0.0017632396092621102,0.004119062481429732,0.0021925874136391153,0.01583119883247988
SIMEI ST 1,TAMPINES,1.345568128,103.9543872,0.0024190630919583506,0.003039104314462367,0.0028785363634741064,0.016844558729475576
SIMEI ST 2,TAMPINES,1.344140222,103.9555891,0.0011022569560018654,0.003988652426166384,0.00154641163137555,0.01539257068747785
SIMEI ST 4,TAMPINES,1.342204165,103.9559426,0.0011219154888770073,0.002159499469497866,0.0008294868437646846,0.013466857331315706
SIMEI ST 5,TAMPINES,1.344053697,103.9540435,0.0009069956380660052,0.0038478779521773218,0.001367210060939412,0.015361697472028034
SIMS AVE,GEYLANG,1.316077071,103.8867349,0.001016924957418772,0.0016791901823866185,0.002104571493177242,0.012186073095128936
SIMS DR,GEYLANG,1.318326667,103.8789386,0.0021385760005217004,0.0014309587040126583,0.00343933752887583,0.013853028586917266
SIMS PL,GEYLANG,1.317236581,103.8799074,0.00110560550422607,0.0010490424613310283,0.003262399146169121,0.014140115550359805
SIN MING AVE,BISHAN,1.363444234,103.8360951,0.0006787266884206712,0.0029309237610327245,0.00618921125581014,0.015693724681254097
SIN MING RD,BISHAN,1.356019383,103.8376589,0.0018990478680262393,0.0021501826956421997,0.0022839395624833273,0.01473157640012046
SMITH ST,CENTRAL AREA,1.282639465,103.8439622,0.0013448537335451678,0.005341209521780019,0.001458207225955054,0.009434726271172224
SPOTTISWOODE PK RD,BUKIT MERAH,1.275470518,103.8371932,0.002801906149044052,0.0008060470616564404,0.0020313469529344742,0.00266110369395795
ST. GEORGE'S LANE,KALLANG/WHAMPOA,1.32255307,103.8617718,0.0026096855984636394,0.0011607219808731533,0.00510350236923582,0.01678623506579288
ST. GEORGE'S RD,KALLANG/WHAMPOA,1.323296088,103.8623937,0.003021917303834453,0.0016577456631711083,0.005306042882553226,0.01656043744563089
STIRLING RD,QUEENSTOWN,1.295366451,103.8043783,0.0009377062725046862,0.0008912983005230029,0.006440554423420565,0.018245521423534115
STRATHMORE AVE,QUEENSTOWN,1.293779103,103.8099868,0.0013174749442158586,0.0019324550978939662,0.004992610332483454,0.01647623031721463
SUMANG LANE,PUNGGOL,1.402592655,103.8923918,0.002417048924843032,0.001294341730591536,0.0035323860614419173,0.013040474604534122
SUMANG LINK,PUNGGOL,1.410680161,103.9001695,0.006289717912695209,0.0009443644820987864,0.00427977438700974,0.004910632200454727
SUMANG WALK,PUNGGOL,1.40837528,103.8959354,0.00410118041736792,0.0016220354907478802,0.0022104383250440038,0.007310446155227159
TAH CHING RD,JURONG WEST,1.337678187,103.7230735,0.004029368999572718,0.001264569393014867,0.002897576781357806,0.0040686946788358
TAMAN HO SWEE,BUKIT MERAH,1.287924064,103.8319973,0.0007307208500251273,0.004005660765318566,0.0019579334576522384,0.010839507584038427
TAMPINES AVE 1,TAMPINES,1.346608438,103.9338393,0.0014229919846118402,0.0012828845177298561,0.003196109965686556,0.01910406839426913
TAMPINES AVE 4,TAMPINES,1.351826135,103.9422857,0.003327940631236444,0.001856756806960739,0.0006353259389703014,0.023499359463938496
TAMPINES AVE 5,TAMPINES,1.35050559,103.9416256,0.004654456199123955,0.0015049221721071492,0.0019225213237022123,0.022252121666490945
TAMPINES AVE 7,TAMPINES,1.35678596,103.9510264,0.0009706743655714438,0.0005180939278742524,0.004031293942344541,0.028061005791868817
TAMPINES AVE 8,TAMPINES,1.352939138,103.9306378,0.003459610999086093,0.0035363041477976744,0.002125296094104046,0.025271693174610706
TAMPINES AVE 9,TAMPINES,1.360363002,103.9432794,0.004810118430372242,0.0011429976571009236,0.006899320375183152,0.03183258143007972
TAMPINES CTRL 1,TAMPINES,1.354738512,103.9451767,0.0006205117320442396,0.0025236072541162096,0.0016482665862282498,0.026222267750294112
TAMPINES CTRL 7,TAMPINES,1.358223605,103.9401336,0.0031333694560230344,0.0011804780631135257,0.00472766934153835,0.029847536403202514
TAMPINES CTRL 8,TAMPINES,1.356728879,103.9405963,0.0016602313298797898,0.0014618000627351852,0.0032344215922414025,0.028363831014184767
TAMPINES ST 11,TAMPINES,1.345696157,103.9469253,0.0018835235004914573,0.0020304126232972087,0.0032892365503569853,0.017302773683771852
TAMPINES ST 12,TAMPINES,1.34992625,103.9451965,0.00454143734146322,0.001565410054361787,0.0024605987365434734,0.021505298960893995
TAMPINES ST 21,TAMPINES,1.35169638,103.9489589,0.0036846019112964905,0.0005202121911264981,0.0012744983452965977,0.023084769063296293
TAMPINES ST 22,TAMPINES,1.349367771,103.9509402,0.0046412438631517495,0.0008369702266560878,0.0033795138527649006,0.020716721373368278
TAMPINES ST 23,TAMPINES,1.353927035,103.9533798,0.0022803209445729005,0.0021795385511224593,0.002284313608353504,0.025163340813601005
TAMPINES ST 24,TAMPINES,1.355521038,103.9517344,0.000912200987160898,0.0016875715123709778,0.003208228949374952,0.02678712634132198
TAMPINES ST 32,TAMPINES,1.353906757,103.9579838,0.0023945898691731847,0.0014595197551040041,0.0031366167490249814,0.0250560151151791
TAMPINES ST 33,TAMPINES,1.352276983,103.9601319,0.00408883029225942,0.0005269110898314449,0.003339399995960514,0.023402223055639885
TAMPINES ST 34,TAMPINES,1.35595105,103.9601366,0.001196779563738834,0.002611411341199027,0.004706110522694113,0.02707246240856164
TAMPINES ST 41,TAMPINES,1.358992286,103.9490008,0.0030439149848400277,0.0014852467667912023,0.0058110958969416465,0.030303086471501386
TAMPINES ST 42,TAMPINES,1.358680879,103.9523067,0.0025377223481345247,0.0017014610853512693,0.005796816884556769,0.029914874655310397
TAMPINES ST 43,TAMPINES,1.361365295,103.9520154,0.005203080531120177,0.0011224142039922109,0.0062610997757480595,0.03259239951938606
TAMPINES ST 44,TAMPINES,1.360213331,103.9537674,0.004026006808394194,0.0010855610036784346,0.007208270473946832,0.03141227953433848
TAMPINES ST 45,TAMPINES,1.359286834,103.9578089,0.003167288269547996,0.0022430108705478865,0.006696135576026783,0.03042842049436444
TAMPINES ST 61,TAMPINES,1.362830257,103.9370277,0.007596302577100087,0.0033821994643366956,0.007055665928159405,0.03449188480085446
TAMPINES ST 71,TAMPINES,1.357846176,103.9333205,0.00339306230040313,0.00045148759644243503,0.004587289027881011,0.02980556998678146
TAMPINES ST 72,TAMPINES,1.359483008,103.934552,0.004688494403372319,0.0018376165125314288,0.00610383064031011,0.031330465607767206
TAMPINES ST 81,TAMPINES,1.348618668,103.9337714,0.0031633580669210765,0.0011154982020400235,0.004344398087276449,0.02097553310346745
TAMPINES ST 82,TAMPINES,1.35163555,103.9365655,0.0037797199775627035,0.0020288321120848236,0.0017352343283913564,0.02363721296535997
TAMPINES ST 83,TAMPINES,1.353389338,103.9345068,0.0025374155691840067,0.003796064427065912,0.0012193149592436689,0.025445201772254233
TAMPINES ST 84,TAMPINES,1.352806857,103.9325004,0.003256290107244046,0.0032925983021441026,0.001787634726107511,0.025018403379654254
TAMPINES ST 86,TAMPINES,1.353032557,103.9291417,0.0036573659818237344,0.0037439459477290743,0.002418324570962235,0.02546672330615842
TAMPINES ST 91,TAMPINES,1.348440806,103.9390604,0.0028099749240804634,0.0005711699751147815,0.004062541222912564,0.02042338617017888
TANGLIN HALT RD,QUEENSTOWN,1.301618081,103.7979105,0.0033514997937727324,0.002060948735332695,0.0045396127942935165,0.02070627083094373
TAO CHING RD,JURONG WEST,1.33301608,103.7241654,0.004243804425840411,0.0044675284942725015,0.0020247667044011645,0.004244151079910981
TEBAN GDNS RD,JURONG EAST,1.32209764,103.7416644,0.009121165578361866,0.005614407266589032,0.008272826610743448,0.0022538316564863587
TECK WHYE AVE,CHOA CHU KANG,1.38138721,103.7540626,0.002269723659807121,0.0014914181652629062,0.0013724853458273471,0.004125989687720147
TECK WHYE CRES,CHOA CHU KANG,1.382853213,103.7529153,0.0029689784705675386,0.0007998426239431481,0.0026356971899770295,0.002749477608511702
TECK WHYE LANE,CHOA CHU KANG,1.379187993,103.7526727,0.0016626723060106509,0.002516945964800541,0.0008602855604571262,0.006108134758857207
TELOK BLANGAH CRES,BUKIT MERAH,1.277314027,103.820226,0.006414502233069315,0.0026218013229175312,0.00728378766816721,0.006571553066756911
TELOK BLANGAH DR,BUKIT MERAH,1.273182801,103.8078455,0.0015345188873711203,0.002946552598755609,0.010516589052501024,0.0074877593553588275
TELOK BLANGAH HTS,BUKIT MERAH,1.276809239,103.8114023,0.005015465243439852,0.001059189221492611,0.009586958154847704,0.008380240430282668
TELOK BLANGAH RISE,BUKIT MERAH,1.272915492,103.8212495,0.004040961502982444,0.002216254481292584,0.00671556466828079,0.004023863247157173
TELOK BLANGAH ST 31,BUKIT MERAH,1.275354048,103.8068223,0.003147594497581555,0.0009291395768991537,0.01071095062009833,0.008832582973721394
TELOK BLANGAH WAY,BUKIT MERAH,1.276061496,103.8191417,0.005895710967343739,0.0018368510925394074,0.007235787871964405,0.006059346670474203
TESSENSOHN RD,KALLANG/WHAMPOA,1.315506019,103.8561183,0.002390873139368794,0.003224037665024512,0.003509527091913015,0.017519910948552393
TG PAGAR PLAZA,CENTRAL AREA,1.27572127,103.8430421,0.0012362943325675208,0.000929801356477872,0.0011399136400805448,0.0027625469985829596
TIONG BAHRU RD,BUKIT MERAH,1.285170704,103.8340613,0.0022347582712454574,0.002481485609575995,0.002022465626668313,0.011511297326851246
TOA PAYOH CTRL,TOA PAYOH,1.33439281,103.8490167,0.001827677935802081,0.0023513437995859652,0.002387001114733518,0.021966715646301604
TOA PAYOH EAST,TOA PAYOH,1.33427968,103.8574545,0.002868125017562696,0.0031243519291215688,0.0028877677893781226,0.020156171648846696
TOA PAYOH NTH,TOA PAYOH,1.341768306,103.849234,0.0017563260046768753,0.0020358463509324762,0.008549273352966468,0.02188426025692614
TOH GUAN RD,JURONG EAST,1.336440832,103.7476376,0.0033968746985262198,0.0026787227561603727,0.0015751070131485734,0.003289183368251097
TOH YI DR,BUKIT TIMAH,1.338219735,103.771655,0.002840973798356636,0.0010392713159992995,0.0016482719741005075,0.006889782213910005
TOWNER RD,KALLANG/WHAMPOA,1.319943877,103.8586913,0.0007583426914009624,0.001835051070210569,0.003654810477243369,0.018035330360967834
UBI AVE 1,GEYLANG,1.326428814,103.8981263,0.00200510030716614,0.0021804317699782687,0.007474370315085814,0.00811675630370296
UPP ALJUNIED LANE,TOA PAYOH,1.334454817,103.8795145,0.002175199116346392,0.001453415622602863,0.003523917812441991,0.015951366241483647
UPP BOON KENG RD,KALLANG/WHAMPOA,1.314574067,103.8720873,0.0024821271098445807,0.004228595966572307,0.004251932433329189,0.01365988416782444
UPP CROSS ST,CENTRAL AREA,1.285690974,103.8433944,0.001728390242925199,0.005135864358005463,0.0008645512386724861,0.009063744568667126
UPP SERANGOON CRES,HOUGANG,1.37748771,103.9004326,0.006361430016825981,0.002872466424294069,0.0030232776772459117,0.030340951323357235
UPP SERANGOON RD,HOUGANG,1.357894093,103.8824381,0.0020538871929998313,0.0016977327738675455,0.0017449597523416722,0.024344578004095112
UPP SERANGOON VIEW,HOUGANG,1.37495043,103.9030348,0.005079542724938508,0.001718025610653968,0.0030522330453752306,0.03171916247097945
VEERASAMY RD,CENTRAL AREA,1.307549585,103.8544126,0.0012287763431189597,0.003928445476816,0.0016428286025224885,0.01146087202914468
WATERLOO ST,CENTRAL AREA,1.298928664,103.8515158,0.0003122063426727761,0.0046457154960785245,0.0008051783231061687,0.006138649045555198
WELLINGTON CIRCLE,SEMBAWANG,1.452875929,103.8220961,0.003856343805611497,0.0009560520373955318,0.004692191513905148,0.039468710984357384
WEST COAST DR,CLEMENTI,1.313831731,103.759287,0.001972510374131396,0.000881768461509874,0.0015514913130936741,0.007135946680555451
WEST COAST RD,CLEMENTI,1.310284203,103.756399,0.005327727045660073,0.0029822121009882414,0.004570763735371357,0.010134241475669851
WHAMPOA DR,KALLANG/WHAMPOA,1.32382537,103.8564028,0.00409908202490314,0.00208716847761053,0.0038062502476465306,0.017990802491940593
WHAMPOA RD,KALLANG/WHAMPOA,1.326166088,103.8563823,0.006069855281564446,0.004416595591854459,0.002500974544714129,0.01803667002603084
WHAMPOA STH,KALLANG/WHAMPOA,1.324359286,103.8669335,0.0032675547680452235,0.0025742333687028282,0.005580946088920575,0.015404620462900595
WHAMPOA WEST,KALLANG/WHAMPOA,1.320839503,103.8636507,0.0010127718102208708,0.001064966146546664,0.004955515758123213,0.016625910273773404
WOODLANDS AVE 1,WOODLANDS,1.431632281,103.7852149,0.0018353733927754382,0.0007853147729437478,0.0014901358808382518,0.02464773122778677
WOODLANDS AVE 3,WOODLANDS,1.432478487,103.7737576,0.00015299466190361625,0.0013606441993625077,0.0013568825518875613,0.026421214834745042
WOODLANDS AVE 4,WOODLANDS,1.438243702,103.7956662,0.002412554953029967,0.002039051849925752,0.0011261003914717809,0.028282183728807985
WOODLANDS AVE 5,WOODLANDS,1.435149753,103.7925266,0.00109843880369347,0.0006930702176247807,0.0007722333651784313,0.026249402951234343
WOODLANDS AVE 6,WOODLANDS,1.438961831,103.8029436,0.0016161087266177022,0.000966365984347782,0.0014697245629198945,0.028263834875297635
WOODLANDS AVE 9,WOODLANDS,1.448282676,103.7986462,0.0015829700066135105,0.0013390359680078593,0.0025465349365467985,0.036447018708151785
WOODLANDS CIRCLE,WOODLANDS,1.444667631,103.7981386,0.003939594953562523,0.0006826147122403584,0.0009802435248805793,0.033347849462752883
WOODLANDS CRES,WOODLANDS,1.446884575,103.802479,0.0024975484565553413,0.00014013378590562158,0.0013479290389953372,0.03499395901270107
WOODLANDS CTR RD,WOODLANDS,1.43794768,103.7710111,0.0029446286921137564,0.0041238562533591015,0.002756368166740891,0.030263919024711927
WOODLANDS DR 14,WOODLANDS,1.431901802,103.7916418,0.0025347109921915454,0.0008568502459205737,0.0011526725077702338,0.024124868603022702
WOODLANDS DR 16,WOODLANDS,1.430324053,103.7946986,0.0029350207097361084,0.0014740466530829403,0.0004842518211863405,0.022801192067913405
WOODLANDS DR 40,WOODLANDS,1.442299106,103.7960019,0.0018547566177862444,0.0010174690026115867,0.0008577035737503641,0.03150819253745462
WOODLANDS DR 42,WOODLANDS,1.437078453,103.7967305,0.0015576770260415668,0.002128270523436373,0.00019276276289944657,0.027295818851512884
WOODLANDS DR 44,WOODLANDS,1.431679585,103.7945795,0.0029906525663284376,0.001215495203428641,0.0008809243219292005,0.02367064195502472
WOODLANDS DR 50,WOODLANDS,1.437125551,103.793678,0.00131535926417993,0.0022311224878503923,0.00021842743753948187,0.027597080962340304
WOODLANDS DR 52,WOODLANDS,1.434152653,103.7993835,0.0024547134416217434,0.0008422654056666724,0.0019759918348289315,0.024885718204539692
WOODLANDS DR 53,WOODLANDS,1.432382673,103.797162,0.003195071560603645,0.0010184905958735581,0.0016374346374270368,0.023868375283572475
WOODLANDS DR 60,WOODLANDS,1.447077927,103.7996631,0.0021019365388524765,0.0002844706168523626,0.001442136699706043,0.03533143047264493
WOODLANDS DR 62,WOODLANDS,1.439490404,103.8054575,0.0012191239179740081,0.00042021705123334636,0.0010608018444257232,0.02850139798390815
WOODLANDS DR 70,WOODLANDS,1.441425431,103.7983112,0.0009324735407905162,0.0014212125176095056,0.001088928045139164,0.0306201947758261
WOODLANDS DR 71,WOODLANDS,1.439987208,103.8001299,0.0005780413449277781,0.0006060123398176414,0.00047030417296184076,0.029309676626505642
WOODLANDS DR 72,WOODLANDS,1.443523727,103.8044376,0.0030018555080917903,0.0013981875080085855,0.0018704178866729337,0.031956881478623245
WOODLANDS DR 73,WOODLANDS,1.441130753,103.8061064,0.0008845647551192957,0.0012441692770994645,0.0009248263095168788,0.029814555890275214
WOODLANDS DR 75,WOODLANDS,1.441709349,103.8080959,0.0014804009197640882,0.001861748350710276,0.001543083153713057,0.030165223586413346
WOODLANDS RING RD,WOODLANDS,1.438752535,103.7993522,0.0018151341065658893,0.001346067983766525,0.0016919771507495772,0.028380048667978632
WOODLANDS RISE,WOODLANDS,1.447145429,103.8045031,0.0025784170038364407,0.00035212609884042133,0.001691642247600653,0.035104886473991216
WOODLANDS ST 11,WOODLANDS,1.43358313,103.7757069,0.0009837051086319182,0.0003808389211747199,0.0005725456679544131,0.026886358566187922
WOODLANDS ST 13,WOODLANDS,1.435140157,103.7776007,0.0016683352855210267,0.0014078764123652407,0.0012462864208909073,0.027699998994853252
WOODLANDS ST 31,WOODLANDS,1.430609304,103.7749589,0.002020658359278727,0.00047024749706667615,0.0026802385131004663,0.02521086676822087
WOODLANDS ST 32,WOODLANDS,1.431018926,103.7801891,0.0018181646502729715,0.000606779721754601,0.0019524414487214416,0.024841394918701534
WOODLANDS ST 41,WOODLANDS,1.429523258,103.7730734,0.003105763461740707,0.001196372890294792,0.003212965082256669,0.02485542673307171
WOODLANDS ST 81,WOODLANDS,1.441551877,103.7892831,0.0018047374355335997,0.0004990680135637064,0.0012981407440734412,0.03140340008801303
WOODLANDS ST 82,WOODLANDS,1.443478682,103.7914682,0.0031644498938976917,0.0007811669430810474,0.0006488629269674586,0.03280839541442757
WOODLANDS ST 83,WOODLANDS,1.440926853,103.7936957,0.00100723498548702,0.0013065800327128315,0.0011372243387910324,0.030561676741940658
YISHUN AVE 1,YISHUN,1.417875105,103.8460765,0.0020049329736770835,0.0019243636770558722,0.0007362668706186614,0.010319248999872877
YISHUN AVE 11,YISHUN,1.424780783,103.8447831,0.005005636384296579,0.0021934635294569064,0.0036486648809706,0.013761284576747518
YISHUN AVE 2,YISHUN,1.426139958,103.8351252,0.0034488244565800503,0.0015525109147265406,0.0020938671095891235,0.015709689921773268
YISHUN AVE 3,YISHUN,1.423884054,103.8299985,0.005750611926489909,0.0033320538129755733,0.004439231969019642,0.01493728158761429
YISHUN AVE 4,YISHUN,1.418773533,103.84071,0.0016598529507561716,0.0021966116845386174,0.0008250232866738985,0.01133186019426136
YISHUN AVE 5,YISHUN,1.430725861,103.8308755,0.0012788516759267207,0.0024436569570155317,0.0026193674351244044,0.01943495670039207
YISHUN AVE 6,YISHUN,1.433154881,103.8452948,0.0038397582583749837,0.001080813904406324,0.0005092270103152457,0.020286449662693263
YISHUN AVE 7,YISHUN,1.438602353,103.8331371,0.004496364312837405,0.0008400021439444766,0.003420179462935825,0.025845817202599597
YISHUN AVE 9,YISHUN,1.434000479,103.8419374,0.004513704188372628,0.0007784142405269272,0.0009410877286164886,0.02124829125369534
YISHUN CTRL,YISHUN,1.427002886,103.8406624,0.0027059093040598774,0.0005136290951621382,0.0013643715391741347,0.01573332183274292
YISHUN CTRL 1,YISHUN,1.428579154,103.8372761,0.0010574185104669466,0.001319846744594629,0.000373837440703745,0.017219121826200893
YISHUN RING RD,YISHUN,1.426161628,103.8320061,0.003454456528927782,0.0015435745163871258,0.00215847288748936,0.016063472462250726
YISHUN ST 11,YISHUN,1.432170799,103.8327938,0.0026011394004639876,0.0009821296058976526,0.0015096025272075045,0.02040866552837518
YISHUN ST 20,YISHUN,1.436154481,103.8352862,0.006321823855932324,0.0023042452297252665,0.003212588303759445,0.023563393465996525
YISHUN ST 21,YISHUN,1.433250155,103.8367503,0.0036689959890501647,0.0002609902998172445,0.0006985048548895121,0.020983550969527084
YISHUN ST 22,YISHUN,1.437289706,103.8375152,0.00581566818266641,0.0011312028108638429,0.004266256236756358,0.024414241242544096
YISHUN ST 31,YISHUN,1.431856159,103.8459868,0.0027335540486738493,0.001973603824917139,0.0013444317112301324,0.019123738736540344
YISHUN ST 41,YISHUN,1.419631758,103.8454277,0.00277258265010138,0.0014985504728694038,0.0017930883104696049,0.010932977634268534
YISHUN ST 43,YISHUN,1.425672536,103.8523313,0.004627602888963052,0.001745773550846138,0.0034234823666567478,0.013615176326221154
YISHUN ST 51,YISHUN,1.416505831,103.8433886,0.0019169820586520223,0.0007340775214336431,0.0014829362835818828,0.01051802054895776
YISHUN ST 61,YISHUN,1.420786037,103.8376609,0.0032715795503551583,0.0005215144910054318,0.002884949675355047,0.012455553715175545
YISHUN ST 71,YISHUN,1.427124924,103.8295792,0.0025833517995046827,0.0005763822706557605,0.0014708924507367397,0.01695998691821871
YISHUN ST 72,YISHUN,1.427481903,103.8332548,0.0021221877162415125,0.00045357581838094207,0.000869718133918267,0.01682008037194705
YISHUN ST 81,YISHUN,1.41527431,103.837315,0.002405378415621646,0.00105727498562346,0.0027465301761780583,0.011427801051248146
YUAN CHING RD,JURONG WEST,1.335383369,103.7250768,0.004512666579929926,0.0027999613733457693,0.001204637062254232,0.004450212002265708
YUNG AN RD,JURONG WEST,1.336978324,103.7195581,0.003514288674462592,0.0012717713278544889,0.002143795922995653,0.0036220554503866697
YUNG HO RD,JURONG WEST,1.326858877,103.7226627,0.007938020847935837,0.010156639994484906,0.007523416646524087,0.005711096994201944
YUNG KUANG RD,JURONG WEST,1.331692591,103.7231604,0.004761169390588128,0.005688598988048197,0.0032155885167065774,0.0047941401749400925
YUNG LOH RD,JURONG WEST,1.327653754,103.7222581,0.007365166628318955,0.009436129850694997,0.00700439053500801,0.0059685340196577435
YUNG PING RD,JURONG WEST,1.330112669,103.7221097,0.005714796600657603,0.007189253538229017,0.00474816269106616,0.005774697228648761
YUNG SHENG RD,JURONG WEST,1.334935939,103.7213002,0.005092809340928276,0.0033519117690104473,0.00021603282092528677,0.005111726095444248
ZION RD,BUKIT MERAH,1.291262638,103.8327392,0.002699018720069171,0.002294867201704683,0.002223244882656902,0.01006858547098772
